TPW_dif,COMPLETE_dif,rank_dif,ATPP_dif,AAG_dif,SERVEADV,res_dif,speed,serve_width,serve_depth,return_depth,game_victor,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,0.000340774,121.125,0,0,0,2,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,6.79E-05,111.8333333,0,0,0,1,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,-0.000109872,114.6,0,0,0,2,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,0.000148571,119.5,0,0,0,1,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,-0.000276008,121.25,0,0,0,2,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,0.000112981,102.01,0,0,0,1,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,-0.00023256,111.375,0,0,0,2,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,-0.000326222,118.1666667,0,0,0,2,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,-0.000231595,121.625,0,0,0,2,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,5.91E-05,117.75,0,0,0,1,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,-4.09E-05,124.375,0,0,0,2,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,0.00010669,113.2,0,0,0,1,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,0.000135534,121.75,0,0,0,1,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,0.000135549,105.2,0,0,0,1,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,2.19E-08,124.75,0,0,0,2,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,0.000202746,109.75,0,0,0,1,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,-0.000246195,116.2,0,0,0,2,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,0.000195749,112.34,0,0,0,1,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,-0.000181353,121.6,0,0,0,2,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,8.62E-05,109.008,0,0,0,1,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,0.000575952,121.3571429,0,0,0,1,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,0.000126902,114.25,0,0,0,1,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,-0.000537954,126.3,0,0,0,2,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,0.000176601,106.2,0,0,0,1,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,-9.21E-05,120.5,0,0,0,2,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,0.000308742,118.6666667,0,0,0,1,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,0.00050175,116,0,0,0,1,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,6.52E-05,108.5133333,0,0,0,1,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,-1.39E-05,119.1666667,0,0,0,2,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,0.000165473,106.6733333,0,0,0,1,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,-0.000481561,121.75,0,0,0,2,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,9.55E-05,112,0,0,0,1,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,-0.000123842,114.6,0,0,0,2,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,0.000135149,112,0,0,0,1,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,3.39E-05,122.8,0,0,0,1,,
0.01,0.030051728,-90,8173,-0.223680571,0.030259375,0.000313629,109.704,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,0.000356803,113.5,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-0.000132712,116.5,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,0.000143238,112,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-5.92E-05,117.2,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,9.41E-05,111.8333333,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-8.00E-05,109,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,4.46E-05,111.506,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,0.000199834,116.5,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-0.000129489,109.5,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-0.000237462,123.25,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,0.000104308,120.208,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,1.18E-05,112.26,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,0.000137636,116.408,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-0.000131714,115.75,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,0.000157963,114.2,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-0.000129711,115.75,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-2.16E-05,116.5,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-0.000203011,117.4,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,0.000273381,114.875,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-0.000179453,117.34,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,0.000224469,106.8,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-7.21E-06,110.8571429,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,5.06E-05,110,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-6.86E-05,113.8,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,0.000122326,114.75,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-6.30E-05,114.005,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,0.000533715,120,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-9.66E-05,115,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,0.000210088,121.75,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-0.000221851,113,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,0.000150845,126.6,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-0.000199571,114.5,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,9.11E-05,111.5066667,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-0.000116258,114.25,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,0.000247831,112.5454545,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-3.01E-05,110.84,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,0.000215627,117.6,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-9.52E-05,114.75,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,0.000120794,114.2,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-0.000106005,116.75,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-0.000114875,110.68,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-0.000186732,110.6666667,0,0,0,2,,
0,0.00746874,6,-1090,0.070108682,0.015340625,0.000267982,111.25,0,0,0,1,,
0,0.00746874,6,-1090,0.070108682,0.015340625,-3.48E-05,108,0,0,0,2,,
0.03,0.039824248,-28,6228,0.112183169,0.0737375,0.000153192,117.38,0,0,0,1,,
0.03,0.039824248,-28,6228,0.112183169,0.0737375,4.84E-05,107,0,0,0,1,,
0.03,0.039824248,-28,6228,0.112183169,0.0737375,-0.00012947,121,0,0,0,2,,
0.03,0.039824248,-28,6228,0.112183169,0.0737375,6.78E-05,113.6733333,0,0,0,1,,
0.03,0.039824248,-28,6228,0.112183169,0.0737375,-7.72E-05,110,0,0,0,2,,
0.03,0.039824248,-28,6228,0.112183169,0.0737375,0.000104706,110.6733333,0,0,0,1,,
0.03,0.039824248,-28,6228,0.112183169,0.0737375,-9.21E-05,111.2,0,0,0,2,,
0.03,0.039824248,-28,6228,0.112183169,0.0737375,7.43E-05,109.6666667,0,0,0,1,,
0.03,0.039824248,-28,6228,0.112183169,0.0737375,-0.000250822,114.505,0,0,0,2,,
0.03,0.039824248,-28,6228,0.112183169,0.0737375,0.000169616,116.5,0,0,0,1,,
0.03,0.039824248,-28,6228,0.112183169,0.0737375,-0.000289483,107,0,0,0,2,,
0.03,0.039824248,-28,6228,0.112183169,0.0737375,0.00015653,107.8,0,0,0,1,,
0.03,0.039824248,-28,6228,0.112183169,0.0737375,0.000151208,95.25,0,0,0,1,,
0.03,0.039824248,-28,6228,0.112183169,0.0737375,0.000158842,110.5,0,0,0,1,,
0.03,0.039824248,-28,6228,0.112183169,0.0737375,-0.000160087,110.2142857,0,0,0,2,,
0.03,0.039824248,-28,6228,0.112183169,0.0737375,0.000138144,110.5,0,0,0,1,,
0.03,0.039824248,-28,6228,0.112183169,0.0737375,0.000502727,110.005,0,0,0,1,,
0.03,0.039824248,-28,6228,0.112183169,0.0737375,0.000125624,111.5,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,0.000243018,113.008,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-9.70E-05,111.8333333,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-0.000144515,115.25,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-0.000152243,115,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,0.000127203,119.6,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-0.000232796,114.0066667,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,0.000360617,115.6,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-6.08E-05,110.6,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-0.000326402,108.6733333,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-9.36E-05,105.4,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,9.85E-05,105.8,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-0.000101527,115.25,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,3.06E-05,115.005,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-0.000187533,111.2,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,0.00012184,113.8,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-8.92E-05,122.75,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,0.000210088,113.505,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-7.56E-05,111.408,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,0.000340494,111.3333333,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-7.25E-05,116.25,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,8.85E-05,113.6666667,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-3.41E-05,111.8218182,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,0.000142036,110.5,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-5.89E-05,121.25,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,0.000149026,110.8,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-0.000196926,115,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,2.62E-05,111.0066667,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-7.80E-05,110.8,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,0.000143503,117.75,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-0.000116563,110.5,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-0.00019184,116.6,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-0.000168382,111,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,0.000250556,112.2,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-6.91E-05,112.8,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,0.000149027,107.1666667,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-9.22E-05,109.3333333,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,0.000132485,114.4,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-5.08E-05,113.625,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,0.000301998,113.26,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,0.000108673,111.1733333,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,0.000178363,120.4,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,0.000317875,113.1666667,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,0.000387011,118,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-0.000505981,117,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,0.000287612,118.5,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-7.96E-05,113.2,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,1.01E-05,110,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,0.000491597,111.3333333,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,0.000122549,111.3333333,0,0,0,1,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,-7.30E-06,115.1666667,0,0,0,2,,
-0.03,-0.04251834,28,-3000,0.121204407,-0.070040625,9.89E-05,115.1,0,0,0,1,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,-0.000134888,107.3333333,0,0,0,2,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,0.000176281,108.1666667,0,0,0,1,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,0.000278366,116.7,0,0,0,2,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,0.00014966,114,0,0,0,1,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,-0.000222592,107,0,0,0,2,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,-0.000193403,115.204,0,0,0,1,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,-0.000241144,116.8,0,0,0,2,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,0.000190985,109.75,0,0,0,1,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,-0.000174152,113.5,0,0,0,2,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,0.000191694,106.5,0,0,0,1,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,5.83E-05,113.75,0,0,0,2,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,0.000304365,117,0,0,0,1,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,0.000131918,110.8181818,0,0,0,1,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,-0.000154297,107.3333333,0,0,0,2,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,0.000339982,109.2,0,0,0,2,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,0.000170745,116.25,0,0,0,1,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,0.000330884,107.6485714,0,0,0,2,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,0.000226039,108.6,0,0,0,1,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,-9.89E-05,111.5,0,0,0,2,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,7.94E-05,107.4,0,0,0,1,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,0.000113606,111.5,0,0,0,1,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,9.69E-05,107.6,0,0,0,1,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,0.000137576,104.625,0,0,0,1,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,0.000250094,104.25,0,0,0,1,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,0.000294763,99.125,0,0,0,1,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,0.00017529,102.25,0,0,0,1,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,-9.57E-05,107.25,0,0,0,2,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,0.000176713,113.2,0,0,0,1,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,2.62E-06,103.8333333,0,0,0,2,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,0.000187591,119,0,0,0,1,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,9.15E-05,109.004,0,0,0,2,,
0.04,0.035197757,-89,5814,0.022304015,0.069859375,0.000200534,117.4,0,0,0,1,,
0,0.00781848,-70,517,-0.051661602,0.012378125,-1.62E-05,118.75,0,0,0,2,,
0,0.00781848,-70,517,-0.051661602,0.012378125,0.000122491,118.3333333,0,0,0,1,,
0,0.00781848,-70,517,-0.051661602,0.012378125,6.00E-05,110.5,0,0,0,2,,
0,0.00781848,-70,517,-0.051661602,0.012378125,0.000130738,113.5,0,0,0,1,,
0,0.00781848,-70,517,-0.051661602,0.012378125,-0.000116158,115.0066667,0,0,0,2,,
0,0.00781848,-70,517,-0.051661602,0.012378125,-0.000172495,112.5,0,0,0,2,,
0,0.00781848,-70,517,-0.051661602,0.012378125,-0.000191419,119.5,0,0,0,2,,
0,0.00781848,-70,517,-0.051661602,0.012378125,5.61E-05,115.2,0,0,0,1,,
0,0.00781848,-70,517,-0.051661602,0.012378125,-0.000138007,116.34,0,0,0,2,,
0,0.00781848,-70,517,-0.051661602,0.012378125,7.20E-05,115.6733333,0,0,0,1,,
0,0.00781848,-70,517,-0.051661602,0.012378125,-0.000243741,118.1666667,0,0,0,2,,
0,0.00781848,-70,517,-0.051661602,0.012378125,0.000150229,122.6,0,0,0,1,,
0,0.00781848,-70,517,-0.051661602,0.012378125,-0.000180957,112.2,0,0,0,2,,
0,0.00781848,-70,517,-0.051661602,0.012378125,0.000332471,116.3333333,0,0,0,1,,
0,0.00781848,-70,517,-0.051661602,0.012378125,0.000173159,111.416,0,0,0,1,,
0,0.00781848,-70,517,-0.051661602,0.012378125,0.000268142,116,0,0,0,1,,
0,0.00781848,-70,517,-0.051661602,0.012378125,-4.93E-05,112,0,0,0,2,,
0,0.00781848,-70,517,-0.051661602,0.012378125,0.000187759,118.7525,0,0,0,1,,
0,0.00781848,-70,517,-0.051661602,0.012378125,9.83E-05,110.416,0,0,0,1,,
0,0.00781848,-70,517,-0.051661602,0.012378125,0.000171416,112,0,0,0,1,,
0,0.00781848,-70,517,-0.051661602,0.012378125,-0.000178866,110.8533333,0,0,0,2,,
0,0.00781848,-70,517,-0.051661602,0.012378125,0.000203789,112.25,0,0,0,1,,
0,0.00781848,-70,517,-0.051661602,0.012378125,0.000429703,114.0066667,0,0,0,1,,
0,0.00781848,-70,517,-0.051661602,0.012378125,0.000140227,115.5,0,0,0,1,,
0,0.00781848,-70,517,-0.051661602,0.012378125,0.000171901,109.008,0,0,0,1,,
0,0.00781848,-70,517,-0.051661602,0.012378125,0.000121594,115,0,0,0,1,,
0,0.00781848,-70,517,-0.051661602,0.012378125,-0.000115262,109.75,0,0,0,2,,
0,0.00781848,-70,517,-0.051661602,0.012378125,0.000159617,111.25,0,0,0,1,,
0,0.00781848,-70,517,-0.051661602,0.012378125,-0.000103469,114.84,0,0,0,2,,
0,0.00781848,-70,517,-0.051661602,0.012378125,7.43E-05,110.6733333,0,0,0,1,,
0,0.00781848,-70,517,-0.051661602,0.012378125,0.000249422,107.6666667,0,0,0,1,,
0,0.00781848,-70,517,-0.051661602,0.012378125,6.70E-05,108.2,0,0,0,1,,
0,0.00781848,-70,517,-0.051661602,0.012378125,-5.40E-05,117.6,0,0,0,2,,
0,0.00781848,-70,517,-0.051661602,0.012378125,0.000217608,107.6,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,0.000138298,110.1666667,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-0.000102271,119.8333333,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,0.000156268,109.6,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-0.000207499,127.84,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,0.000205963,95.75,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-0.000150058,122,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,0.000123401,110.17,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-0.000118977,124.34,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,9.55E-05,116.6666667,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-0.000276954,128.8,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,3.98E-05,123.8,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,4.68E-05,119.5133333,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,0.00015948,114.8,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-4.22E-05,120.51,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,8.88E-05,124.5,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,0.000101528,116.89,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,3.03E-05,115.5,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,4.15E-05,125.6733333,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,0.000173412,106,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-0.00018833,123.76,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,7.24E-05,113.6666667,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-0.000242527,116.4,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,0.000114582,107.25,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-0.000275029,126.5,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,8.27E-05,105.2,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-0.000170787,124,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-0.000310327,117.25,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-0.000198325,122.2,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,5.96E-05,118.4,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-7.84E-05,117.904,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,0.000199217,117.2,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-0.000139189,125.4,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,8.87E-05,117.2,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-0.000146627,125.1428571,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,0.000144278,122.5,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-0.000161558,125.6666667,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,4.14E-05,109.1666667,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-0.000207604,119,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,0.000113501,111.5,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-0.000251962,126.5,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,0.000239653,117.6,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-0.000379433,128,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,0.000189541,109,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,6.72E-05,128.875,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,0.000158989,111.25,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-0.000162636,127,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-5.64E-05,122.7533333,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-2.53E-05,117.1666667,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,6.32E-05,107.84,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-0.000232951,124.84,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,0.000156821,124.75,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-0.000120291,117.608,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,0.000100872,107.4,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,3.13E-05,126.5066667,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,0.000120519,112.4,0,0,0,1,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,-0.000307177,114,0,0,0,2,,
0.03,0.032697778,-27,3436,-0.223505032,0.059596875,0.000123847,111.8,0,0,0,1,,
-0.03,-0.049413891,8,-8000,0.1933956,-0.0758,0.000164427,120.6,0,0,0,1,,
-0.03,-0.049413891,8,-8000,0.1933956,-0.0758,-0.000134823,121,0,0,0,2,,
-0.03,-0.049413891,8,-8000,0.1933956,-0.0758,0.000300742,129.6666667,0,0,0,1,,
-0.03,-0.049413891,8,-8000,0.1933956,-0.0758,-0.000239829,115.75,0,0,0,2,,
-0.03,-0.049413891,8,-8000,0.1933956,-0.0758,0.000163122,124,0,0,0,1,,
-0.03,-0.049413891,8,-8000,0.1933956,-0.0758,-0.000199227,112.75,0,0,0,2,,
-0.03,-0.049413891,8,-8000,0.1933956,-0.0758,0.000305968,120,0,0,0,1,,
-0.03,-0.049413891,8,-8000,0.1933956,-0.0758,-0.000146496,114.2,0,0,0,2,,
-0.03,-0.049413891,8,-8000,0.1933956,-0.0758,0.000206563,128,0,0,0,1,,
-0.03,-0.049413891,8,-8000,0.1933956,-0.0758,-0.000100561,111.38,0,0,0,2,,
